1	26 Nov 19	17:25:00	24	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	26 Nov 19	17:30:00	1	0	1	0	MT	0	1	5	0	0	4	6	13	14	10	15	10	12	16	3	18	35	15	26	23	18	25	2	10	29	20	23	38	34	47	27	36	12	28
2	26 Nov 19	17:30:00	1	0	1	0	CT	0	1	11	0	0	20	23	24	56	32	22	17	22	45	5	38	61	34	44	49	32	48	9	35	43	41	45	56	55	79	73	51	52	46
3	26 Nov 19	17:35:00	1	0	1	0	MT	0	1	2	0	0	18	6	16	9	16	12	8	18	13	1	18	22	13	20	24	24	27	7	9	36	24	20	25	36	44	25	24	4	25
3	26 Nov 19	17:35:00	1	0	1	0	CT	0	1	7	0	0	56	25	36	35	26	10	22	42	48	66	41	35	38	41	46	53	38	27	26	57	55	35	38	53	70	67	42	49	42
4	26 Nov 19	17:40:00	1	0	1	0	MT	0	1	0	0	0	15	9	8	14	7	11	24	18	15	2	21	8	21	13	15	19	31	5	15	24	29	22	34	33	32	26	21	10	23
4	26 Nov 19	17:40:00	1	0	1	0	CT	0	1	3	0	0	33	23	38	35	18	11	38	36	56	4	41	27	40	26	34	43	69	18	34	41	66	38	52	47	47	45	35	62	39
5	26 Nov 19	17:45:00	1	0	1	0	MT	0	1	3	0	0	23	6	6	10	22	11	3	12	15	0	26	23	21	18	19	14	27	5	11	33	31	15	28	27	35	30	19	4	23
5	26 Nov 19	17:45:00	1	0	1	0	CT	0	1	9	0	0	54	33	26	23	35	14	28	32	38	4	51	52	43	43	33	22	53	22	35	55	68	27	44	50	49	52	34	51	45
6	26 Nov 19	17:50:00	1	0	1	0	MT	0	1	3	0	0	10	8	4	9	19	6	4	21	11	2	21	20	17	15	20	18	18	1	6	25	24	31	29	42	27	32	12	6	27
6	26 Nov 19	17:50:00	1	0	1	0	CT	0	1	10	0	0	39	26	13	53	29	12	6	38	38	10	35	56	29	28	79	41	41	7	19	38	45	47	44	60	39	59	47	47	59
7	26 Nov 19	17:55:00	1	0	1	0	MT	0	1	2	0	0	11	11	3	15	9	18	25	12	13	8	20	23	14	2	19	21	21	8	5	25	24	26	21	30	42	40	9	5	20
7	26 Nov 19	17:55:00	1	0	1	0	CT	0	1	37	1	0	42	21	6	37	24	26	38	34	36	18	39	63	28	65	35	48	32	19	18	41	56	39	42	45	67	81	45	39	68
8	26 Nov 19	18:00:00	1	0	1	0	MT	0	1	0	0	0	21	6	8	17	17	15	15	21	18	3	18	25	17	0	23	27	12	10	1	28	30	15	20	34	39	34	24	6	15
8	26 Nov 19	18:00:00	1	0	1	0	CT	0	1	1	0	0	34	12	34	52	35	21	26	60	36	10	31	54	34	3	41	49	31	22	2	44	60	80	38	53	67	57	53	41	32
9	26 Nov 19	18:05:00	1	0	1	0	MT	0	1	0	0	0	18	5	2	11	41	14	15	16	15	3	15	14	28	1	16	28	12	12	0	18	26	16	11	36	27	29	19	4	14
9	26 Nov 19	18:05:00	1	0	1	0	CT	0	1	0	0	0	31	24	3	36	66	22	50	40	31	18	37	40	48	1	28	46	31	28	0	33	48	27	18	51	45	55	33	47	28
10	26 Nov 19	18:10:00	1	0	1	0	MT	0	1	0	0	0	6	11	0	6	23	18	0	7	8	0	6	3	21	18	22	22	9	8	1	22	31	18	23	38	36	23	23	5	15
10	26 Nov 19	18:10:00	1	0	1	0	CT	0	1	0	0	0	35	21	0	16	44	28	0	17	25	30	50	6	37	37	42	38	26	37	4	42	58	29	34	66	58	50	41	33	32
11	26 Nov 19	18:15:00	1	0	1	0	MT	0	1	0	0	0	21	5	0	6	20	23	0	4	8	0	16	0	20	7	18	27	15	6	3	23	18	9	12	30	24	29	8	2	10
11	26 Nov 19	18:15:00	1	0	1	0	CT	0	1	0	0	0	34	11	0	70	36	28	0	11	61	0	41	3	44	27	38	56	30	18	11	52	32	17	35	52	38	52	19	49	27
12	26 Nov 19	18:20:00	1	0	1	0	MT	0	1	0	0	0	35	8	0	11	18	15	0	15	8	2	22	0	19	11	19	24	25	4	0	22	27	11	20	27	33	23	8	5	13
12	26 Nov 19	18:20:00	1	0	1	0	CT	0	1	2	0	0	63	27	0	37	37	20	0	38	17	3	60	5	41	31	38	43	49	32	6	41	52	17	40	40	59	56	30	28	19
13	26 Nov 19	18:25:00	1	0	1	0	MT	0	1	0	0	0	17	5	0	13	20	12	1	10	5	5	11	0	18	4	18	23	7	10	0	22	18	7	33	42	29	20	8	9	10
13	26 Nov 19	18:25:00	1	0	1	0	CT	0	1	0	0	0	48	16	0	32	32	20	3	44	27	10	35	0	48	10	35	43	21	23	0	36	35	15	56	61	56	38	33	64	21
14	26 Nov 19	18:30:00	1	0	1	0	MT	0	1	1	0	0	15	4	0	12	16	20	5	10	20	12	25	11	24	21	21	24	26	14	2	21	15	19	33	36	26	26	18	8	15
14	26 Nov 19	18:30:00	1	0	1	0	CT	0	1	18	0	0	32	33	0	35	34	27	21	27	65	20	54	24	51	32	47	52	47	25	5	38	33	53	52	56	43	52	35	48	30
15	26 Nov 19	18:35:00	1	0	1	0	MT	0	0	6	0	0	20	2	10	12	21	23	25	22	37	10	38	10	18	29	31	28	28	12	8	24	20	23	35	22	20	24	24	9	20
15	26 Nov 19	18:35:00	1	0	1	0	CT	0	0	19	0	0	36	24	24	36	45	36	42	50	68	21	61	52	42	43	51	50	49	30	27	39	48	38	45	42	42	49	38	74	50
16	26 Nov 19	18:40:00	1	0	1	0	MT	0	0	9	0	0	26	3	22	8	22	29	19	8	29	11	33	7	20	22	17	34	26	17	13	33	14	19	30	29	15	19	14	5	19
16	26 Nov 19	18:40:00	1	0	1	0	CT	0	0	36	0	0	40	22	44	44	35	39	41	44	45	48	64	15	48	40	50	57	50	34	38	59	32	38	47	52	33	53	35	40	42
17	26 Nov 19	18:45:00	1	0	1	0	MT	0	0	9	0	0	22	6	8	18	17	22	16	12	35	9	25	5	13	18	24	26	24	10	7	39	17	12	27	27	24	22	18	7	18
17	26 Nov 19	18:45:00	1	0	1	0	CT	0	0	29	0	0	44	28	26	43	34	33	46	40	55	26	44	19	30	35	55	39	49	34	17	56	41	31	47	47	51	47	33	62	52
18	26 Nov 19	18:50:00	1	0	1	0	MT	0	0	5	0	0	16	2	5	16	18	17	19	22	24	12	17	1	13	22	13	33	20	17	6	30	14	14	30	33	21	25	17	9	29
18	26 Nov 19	18:50:00	1	0	1	0	CT	0	0	39	0	0	35	53	25	44	34	23	40	43	44	25	49	21	41	43	47	55	43	33	26	45	52	32	41	52	41	50	37	59	53
19	26 Nov 19	18:55:00	1	0	1	0	MT	0	0	11	0	0	19	5	15	16	16	21	20	2	21	13	19	1	15	18	20	39	17	13	15	26	16	18	26	35	21	20	15	14	30
19	26 Nov 19	18:55:00	1	0	1	0	CT	0	0	48	0	0	58	23	54	47	27	21	40	11	43	26	34	5	32	38	36	56	33	28	43	42	48	32	50	56	39	48	25	60	55
20	26 Nov 19	19:00:00	1	0	1	0	MT	0	0	7	0	0	25	3	16	12	18	23	18	9	15	9	8	3	18	27	11	46	23	18	14	16	15	12	33	34	14	24	13	8	21
20	26 Nov 19	19:00:00	1	0	1	0	CT	0	0	22	0	0	38	22	35	30	35	19	31	34	27	19	17	28	38	47	22	77	42	32	31	32	31	30	58	51	23	63	21	44	45
21	26 Nov 19	19:05:00	1	0	1	0	MT	0	0	2	1	0	12	6	11	16	16	13	15	2	18	15	24	10	19	17	22	41	16	12	17	17	12	12	33	27	16	25	21	4	18
21	26 Nov 19	19:05:00	1	0	1	0	CT	0	0	7	1	0	27	22	32	40	33	14	26	10	26	25	58	28	49	52	42	62	42	23	36	30	40	25	56	45	37	61	50	35	35
