

22	13 Apr 19	11:20:00	1	0	1	0	MT	0	1	0	3	1	1	6	5	13	4	6	6	13	0	6	6	3	6	3	10	9	7	0	2	15	7	5	8	0	4	9	16	1	8
22	13 Apr 19	11:20:00	1	0	1	0	CT	0	1	0	7	2	10	13	10	23	5	9	12	17	7	9	16	22	8	11	11	13	13	5	11	21	16	15	13	0	15	13	23	3	23
22	13 Apr 19	11:20:00	1	0	1	0	Rt	0	1	636	0	4	56	20	52	12	0	20	52	12	184	16	20	60	52	72	0	0	40	156	68	4	4	28	8	416	0	16	0	4	0
23	13 Apr 19	11:25:00	1	0	1	0	MT	0	1	0	15	5	2	17	17	37	22	12	20	35	8	20	17	6	18	12	27	28	22	15	9	30	16	11	33	0	1	14	40	10	36
23	13 Apr 19	11:25:00	1	0	1	0	CT	0	1	0	21	64	24	30	28	62	35	26	36	57	17	56	62	19	32	23	38	48	48	27	30	52	25	24	55	0	1	31	62	19	55
23	13 Apr 19	11:25:00	1	0	1	0	Rt	0	1	940	0	168	152	32	8	4	20	12	48	0	0	8	0	48	28	0	4	20	0	36	8	12	8	60	0	716	300	4	0	0	0
24	13 Apr 19	11:30:00	1	0	1	0	MT	0	1	0	4	2	1	11	19	27	12	12	18	34	4	20	23	8	20	13	29	30	26	10	16	30	19	6	22	0	0	38	27	9	27
24	13 Apr 19	11:30:00	1	0	1	0	CT	0	1	0	5	16	10	25	46	43	41	31	29	54	19	35	31	10	40	38	44	45	49	20	30	47	38	17	40	15	9	57	47	21	50
24	13 Apr 19	11:30:00	1	0	1	0	Rt	0	1	999	212	184	248	4	16	0	116	36	56	4	120	52	32	108	8	44	12	0	8	4	32	0	4	52	0	999	600	0	8	40	16
25	13 Apr 19	11:35:00	1	0	1	0	MT	0	1	0	0	0	0	12	18	21	12	13	20	34	6	12	26	10	28	12	12	22	24	8	18	30	13	12	18	0	0	21	29	12	27
25	13 Apr 19	11:35:00	1	0	1	0	CT	0	1	0	0	0	13	21	31	33	29	39	38	50	20	23	41	36	42	28	21	38	42	27	33	46	27	25	36	0	0	37	55	17	45
25	13 Apr 19	11:35:00	1	0	1	0	Rt	0	1	999	516	488	552	4	32	24	72	16	4	12	80	32	0	80	4	24	80	36	4	24	36	0	8	36	0	999	904	12	16	4	12
26	13 Apr 19	11:40:00	1	0	1	0	MT	0	1	3	0	0	0	19	15	32	18	8	20	34	8	12	26	11	14	12	14	22	31	16	12	27	21	6	21	0	0	25	24	6	25
26	13 Apr 19	11:40:00	1	0	1	0	CT	0	1	1	0	0	0	30	24	54	35	14	40	50	18	22	37	19	27	36	32	35	50	34	29	38	29	14	39	3	0	40	48	12	52
26	13 Apr 19	11:40:00	1	0	1	0	Rt	0	1	28	816	788	852	0	4	24	56	52	20	0	52	8	12	128	16	36	24	36	0	4	40	12	4	16	0	999	999	0	28	116	0
27	13 Apr 19	11:45:00	1	0	1	0	MT	0	1	0	0	0	0	26	15	16	4	12	24	19	8	6	21	3	13	12	4	12	21	4	18	28	12	9	12	0	0	14	23	9	26
27	13 Apr 19	11:45:00	1	0	1	0	CT	0	1	16	0	21	0	45	24	23	12	32	46	58	21	35	43	4	25	30	17	26	42	13	63	37	25	17	20	2	0	24	46	12	47
27	13 Apr 19	11:45:00	1	0	1	0	Rt	0	1	328	999	999	999	8	72	32	124	20	12	24	0	88	20	204	0	64	104	24	16	96	12	4	32	72	56	999	999	24	4	72	8
28	13 Apr 19	11:50:00	1	0	1	0	MT	0	1	0	0	0	0	21	34	16	0	6	20	29	6	5	21	8	13	10	0	23	29	5	12	21	12	4	12	0	0	29	24	12	18
28	13 Apr 19	11:50:00	1	0	1	0	CT	0	1	42	0	11	0	37	49	30	0	23	33	45	21	14	34	19	21	23	4	35	41	13	22	40	29	14	27	4	0	44	37	20	43
28	13 Apr 19	11:50:00	1	0	1	0	Rt	0	1	632	999	999	999	4	4	8	428	40	16	8	36	48	0	16	0	32	404	0	8	28	28	0	20	0	16	999	999	24	0	20	32
29	13 Apr 19	11:55:00	1	0	1	0	MT	0	1	0	0	0	0	16	11	14	1	13	30	25	10	0	27	1	15	11	5	16	18	8	12	23	19	11	20	0	0	16	39	11	24
29	13 Apr 19	11:55:00	1	0	1	0	CT	0	1	13	0	45	0	39	20	20	14	22	51	37	22	18	40	11	32	33	14	31	26	16	34	32	27	22	46	0	0	26	68	17	53
29	13 Apr 19	11:55:00	1	0	1	0	Rt	0	1	932	999	999	999	84	60	56	144	24	12	16	56	348	0	292	4	48	0	20	28	4	8	4	20	4	12	999	999	16	8	4	0
30	13 Apr 19	12:00:00	1	0	1	0	MT	0	1	0	0	0	0	16	2	11	0	17	24	30	12	0	17	6	27	11	3	24	21	8	9	8	18	11	18	3	0	15	18	9	23
30	13 Apr 19	12:00:00	1	0	1	0	CT	0	1	0	0	0	13	47	17	19	0	31	52	49	27	0	29	22	64	29	20	32	40	21	39	21	47	26	37	19	0	20	35	21	40
30	13 Apr 19	12:00:00	1	0	1	0	Rt	0	1	999	999	999	999	0	96	28	444	104	8	4	40	652	32	8	4	44	264	4	12	0	148	4	4	56	8	100	999	60	16	52	8
31	13 Apr 19	12:05:00	1	0	1	0	MT	0	1	0	2	0	0	13	6	12	0	18	19	32	9	0	23	0	23	13	0	21	12	9	5	5	19	15	17	0	0	11	28	7	15
31	13 Apr 19	12:05:00	1	0	1	0	CT	0	1	0	8	0	0	19	13	31	0	42	34	57	24	0	36	1	36	45	15	30	26	34	20	14	31	24	33	0	0	27	39	21	39
31	13 Apr 19	12:05:00	1	0	1	0	Rt	0	1	999	88	999	999	4	48	4	748	56	0	20	0	952	8	308	32	12	568	28	24	16	12	36	4	4	16	400	999	4	24	76	24
32	13 Apr 19	12:10:00	1	0	1	0	MT	0	1	0	0	0	0	19	11	14	7	3	26	33	5	0	21	0	15	11	0	18	17	6	2	0	12	10	17	0	0	14	18	5	17
